,S1_BSA_Blank_U13C_labeled_glucose,S1_BSA_Blank_unlabeled_glucose,S2_SA_Blank_U13C_labeled_glucose,S2_SA_Blank_unlabeled_glucose,S3_LPS853_BSA_unlabeled_glucose8h,S4_LPS853_BSA_unlabeled_glucose8h,S5_LPS853_BSA_unlabeled_glucose8h,S6_LPS853_BSAandSA_unlabeled_glucose8h,S7_LPS853_BSAandSA_unlabeled_glucose8h,S8_LPS853_BSAandSA_unlabeled_glucose8h,S9_LPS853_BSA_U13C_labeled_glucose8h,S10_LPS853_BSA_U13C_labeled_glucose8h,S11_LPS853_BSAU13C_labeled_glucose8h,S12_LPS853_BSAandSA_U13C_labeled_glucose8h,S13_LPS853_BSAandSA_U13C_labeled_glucose8h,S14_LPS853_BSAandSA_U13C_labeled_glucose8h,S15_LPS853_BSA_U13C_labeled_glucose4h,S16_LPS853_BSA_U13C_labeled_glucose4h,S17_LPS853_BSA_U13C_labeled_glucose4h,S18_LPS853_BSAandSA_U13C_labeled_glucose4h,S19_LPS853_BSAandSA_U13C_labeled_glucose4h,S20_LPS853_BSAandSA_U13C_labeled_glucose4h,S21_LPS853_BSA_U13C_labeled_glucose2h,S22_LPS853_BSA_U13C_labeled_glucose2h,S23_LPS853_BSA_U13C_labeled_glucose2h,S24_LPS853_BSAandSA_U13C_labeled_glucose2h,S25_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h_redo,Burn_inQCpool1,Burn_inQCpool2,Burn_inQCpool3,Burn_inQCpool4,Noinj_Blank_2,Noinj_Blank_redo26_2,qcpool_redo26_1,qcpool_redo26_2,qcpool_redo26_3,qcpool_redo26_4,qcpool_redo26_5,qcpool2,qcpool3,qcpool4,qcpool5
Aspartic acid_4,336.0003572,2036.545617,3075.193764,1983.230612,1564.122665,1213.755171,3084.205533,2609.293136,2187.195388,1628.318921,43962.27054,46844.05081,25709.58446,20306.78446,17295.69658,24197.55677,33360.61302,29342.01429,23105.6782,16496.85314,17491.47305,15966.95025,14742.71818,18240.15975,15349.95685,18595.08624,12674.14464,2369.860561,6469.078161,17325.27051,12463.73792,15632.52882,18379.70873,1915.792445,1272.563046,11639.72442,14490.49852,10880.54848,14067.28153,8194.639071,12574.66009,16188.3338,12951.09464,15909.86152
Tyrosine_0,28229.26278,55416.72531,67109.25605,99967.48833,4162917.429,4915297.674,4445376.732,3478578.324,3975220.756,4077551.423,3976443.485,4436776.405,5019671.245,2880914.317,4287437.38,4494180.664,3603189.46,4559510.006,5256787.578,3944730.842,4672534.483,4530680.837,3165159.88,3384337.895,4073647.084,4050460.171,4728511.754,4796432.195,4076102.492,3151912.7,3250447.568,3266589.253,3215347.923,10458.925,13296.31902,3279453.909,3377784.571,3535295.784,3554457.554,3733779.285,3652008.803,3876303.04,3867906.601,3749399.978
Tyrosine_1,1045.557557,3225.788982,3879.008266,5653.420175,94665.86692,27841.08825,102342.2733,69527.84318,46700.66708,59514.8461,3616.549394,37311.00878,37543.91514,28742.97592,47852.8928,12316.79848,26281.7595,47331.30966,55367.70097,34933.50792,63240.18924,34907.84653,10247.14337,0,32152.8045,16385.73607,46344.44939,57419.57561,0,46458.10582,28509.67578,27247.31636,44871.3243,2834.359513,3479.156013,25363.64098,44592.25065,18362.52346,20453.98967,30783.86536,40402.35245,58371.62702,31682.01549,40507.57523
Tyrosine_2,2649.522786,3891.46156,1290.875191,1213.154745,0,0,0,0,0,0,0,0,3059.16457,0,5512.311579,0,0,0,0,0,0,0,6866.848098,0,0,0,0,0,0,8176.293201,0,0,0,1403.917986,842.9897378,0,0,0,0,0,0,0,0,0
Tyrosine_3,5340.36845,3739.377468,3638.642157,3673.128736,5604.362618,11996.48147,1052.899497,0,5305.765237,9733.619613,19012.58165,11790.2452,13400.64953,8793.463288,3325.37379,13179.00493,8267.108001,12857.49242,12309.58073,8309.957169,8504.529346,10077.7036,12580.2994,11372.92871,8597.780069,8495.638003,8118.196154,10118.79192,19039.04852,10360.00495,8287.114211,5030.43221,10985.54529,3326.112381,5946.200793,3343.939927,15742.07191,14577.94186,5587.184637,15627.72171,11960.1935,13543.64516,14635.03855,166.0515303
Tyrosine_4,2357.487435,1496.65734,3743.398644,1603.833902,0,0,3069.832083,1404.923387,538.5536106,1712.603897,0,2734.962068,1536.320164,3509.327477,4641.01174,1698.463746,3259.177648,2433.034893,2626.593759,864.9337664,52.21420584,0,3587.58637,0,0,864.1889407,5160.647718,4445.316608,0,2214.954786,1498.641862,1496.495093,2826.706987,0,126.252356,4119.178853,2521.583464,426.7579906,3978.861048,2889.825091,5062.824082,0,3098.099998,2366.79972
Tyrosine_5,18845.30121,13694.251,18621.44073,13156.50308,47457.77226,29869.67255,4470.948146,33522.41814,40474.46321,36271.85454,34793.1837,44551.51537,32873.11882,16238.14272,23419.707,39409.13784,25923.27479,39798.22928,36398.68684,29609.17549,44013.05668,37297.20804,36005.39028,44224.58811,15190.10781,31625.94851,33712.92779,10287.64467,28860.85349,33566.32199,27872.86996,22331.51882,25316.1074,35570.06212,30834.80958,23655.99018,14703.85197,34732.35072,32240.0462,30248.38089,15464.0847,37283.18787,20681.9632,27161.06972
Tyrosine_6,944.6166094,2583.097529,5065.504161,2393.957856,7586.369874,6657.298752,11743.25094,8076.613896,5449.075045,15821.28699,6236.18855,2028.734835,91.04491529,7554.128546,11367.4319,0,14547.23223,17363.84431,17860.53903,5916.683792,13139.34569,3109.154579,0,10102.48837,8730.852456,0,12482.99296,0,11738.55385,9864.362548,4641.613343,13640.00506,1845.481497,591.2969815,4613.399036,0,12496.73817,9043.135894,0,0,9896.74555,10364.89511,0,6634.120341
Tyrosine_7,644.8566809,397.2213508,3161.994971,1622.597661,0,0,0,0,0,0,89193.84635,51874.31914,27823.51426,37609.23253,28699.93507,71656.03655,10960.98644,15884.65607,16346.27868,8854.250399,10997.44318,10238.90744,46574.7185,24320.65387,9459.54926,16387.76666,11937.42984,37238.84825,16519.98933,8642.330896,6412.426738,3604.703333,0,1854.663296,0,18259.86935,8160.462445,0,9267.686098,14375.91032,0,14465.91746,6074.536868,14903.24173
Tyrosine_8,23243.00843,19018.52212,1294.847402,17462.45691,78371.06385,134113.2981,110042.6697,106666.6218,140140.5605,131299.9058,81940.87697,104728.1689,100833.2021,77449.10549,112805.8001,17693.43195,92669.17862,132331.3661,124936.4268,119715.0606,141806.5211,135864.0251,57609.81515,104999.7634,114380.8756,132490.356,85507.404,134610.0092,109299.6809,88630.60407,101120.6317,103060.0249,115417.984,15658.71485,17476.60702,96920.87257,96681.4489,102458.5426,113803.3445,100900.0689,100415.9935,111286.9887,98993.87622,102983.3825
Tyrosine_9,6202.775673,4588.601671,2892.746598,4628.902148,11255.84097,14990.36802,14079.35542,4463.703656,13715.1508,16529.12864,45.78840404,4331.055802,13680.02037,186.2529584,13735.99552,5715.144619,9629.881769,1949.747648,18181.00369,11145.11314,13947.92365,5565.121188,13920.41102,5595.660897,12295.74694,1327.591552,17814.66316,1190.519763,2593.830153,10934.30388,9391.454061,2993.253053,11357.58857,4148.244043,3288.703107,9552.325198,8821.215582,3798.724148,11619.88411,11442.81249,5112.941951,102.8432918,13324.8,16756.55485
Asparagine_0,17825.8175,18415.28056,55676.17267,18377.73668,49761.29876,67015.14741,48830.87155,81297.70778,94332.1655,103091.381,49547.03816,55843.74698,42984.94228,72636.5725,93299.01248,106619.8298,64835.36321,84103.27587,69048.31258,76285.37057,83333.06395,85184.55209,44618.66462,50785.98925,45925.30436,52466.85981,77931.56963,38143.38673,47160.88278,73049.67555,71925.91592,63915.68446,73979.32222,33804.65349,25502.60319,73265.42517,66816.19366,71605.77408,65810.61164,58827.93478,81336.08087,74332.65535,66960.97523,45913.01746
Asparagine_1,1254.345913,953.316029,810.1452506,1620.739927,0,0,0,0,0,0,3922.493716,9672.07419,104.6757343,2283.998149,1850.816913,0,0,0,0,2702.743959,0,0,1021.990183,148.5178758,1302.926941,339.0893714,0,0,633.4727531,1403.584678,12.30660425,2213.774014,0,2922.429891,2856.000065,0,0,0,0,1172.676607,1214.029176,0,0,403.7063096
Asparagine_2,1964.66714,1647.766316,1935.525546,2099.880421,35.75971514,923.9268854,2391.725367,1569.012044,1247.139882,1808.177153,6972.011171,7025.869333,5509.287366,4435.376923,6132.482464,4230.545975,4677.060259,7172.329842,3256.848371,4052.709733,4028.527907,3671.078544,874.3335942,2481.124297,1692.690176,2673.275954,4962.148977,1844.798823,3291.415338,2455.841244,2851.5233,4509.837013,1643.322761,2614.399968,2439.730146,3482.63466,1510.664809,4021.168412,2209.066262,4373.006449,4651.72123,2359.553324,4102.202131,3339.759223
Asparagine_3,309.2524222,167.018147,1471.076229,518.4212814,1471.759723,1572.804536,1695.132938,1040.664133,1111.042986,1883.475134,1908.167559,568.4467383,664.6417197,317.2557522,1791.553681,2151.483517,3225.887392,2248.463299,2294.768694,2267.127532,1233.013434,2199.158767,1230.127184,2698.68734,1893.057802,2176.395998,1266.30127,1277.927864,2304.414696,1905.824033,1429.152611,1732.784285,1480.858776,1629.694584,820.0461995,3193.421162,566.1092114,884.0151371,2015.047074,3332.748294,2355.117963,713.5281352,2687.726363,2439.298923
Asparagine_4,1802.435879,771.6395077,1882.900184,1662.93961,1017.229242,1907.468815,1678.042597,1799.708465,1899.465776,1379.911918,1909.195439,839.5738619,701.1961642,980.4930296,2369.112005,743.445907,488.979164,2060.887677,1169.320388,1046.542133,1056.764664,974.8437127,1052.485608,413.8787488,260.866671,844.9499019,892.6238864,977.934874,1014.851608,1260.261822,539.5581103,913.2209205,446.969194,1837.065424,263.1267748,916.8688092,371.5389418,663.5809028,1254.853269,504.4496691,2045.258349,1186.235942,275.3753819,1273.994138
Valine_0,31188.47972,52500.62831,76503.16111,104769.6745,2159513.968,2544105.25,2295461.144,2115924.382,2256625.072,2492554.04,1985443.545,2084471.714,2798794.961,1884256.917,2424836.198,2420422.676,2412754.721,2715501.798,3041911.091,2498209.568,2741372.323,2762241.03,1950592.314,2235265.026,2522729.545,2517698.818,2619126.441,2825217.146,2481528.987,2119447.367,2092991.512,2143375.308,2151576.206,3546.605768,10886.40097,2200167.729,2210625.511,2201734.403,2195193.638,2276180.249,2262291.592,2314968.117,2274195.729,2219109.647
Valine_1,0,1228.956628,0,3341.815663,10135.94654,8163.332501,3674.643,6136.107623,0,0,2772.235333,0,823.6269719,0,0,0,0,0,0,4795.218318,708.9969102,0,0,1022.669195,9590.021601,0,0,0,0,7281.39782,3521.388707,0,0,1674.074423,983.0533955,0,0,0,1728.106283,0,0,0,0,5593.743826
Valine_2,761.2478389,905.8259695,164.5465871,1039.256993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.344828,1585.075671,0,0,0,0,0,0,0,0,0
Valine_3,1628.818518,571.7299522,348.4695366,1952.182668,0,0,0,1279.86337,462.4438194,0,66.91769392,313.0146172,0,165.3129588,650.5973054,0,265.4033656,387.5791207,481.9628434,584.2425547,0,1206.461566,701.5197167,1182.458342,1674.452926,1706.092388,506.1598811,32.68401838,1041.366541,1926.371681,1024.082295,0,616.4974775,802.2178058,1517.789135,1335.675497,0,732.2986409,483.7125961,847.9140269,416.1614523,1073.654729,1928.476769,2066.05148
Valine_4,1093.641983,747.3466573,2624.561636,1250.792,2132.609411,1249.842257,271.6487964,1055.850255,1136.319224,1593.995523,2419.476789,2007.515596,1743.074268,1245.870957,1662.791592,1708.32942,1092.425287,1731.40506,840.7944992,871.4590742,1906.526051,1767.019587,2179.518054,679.2287311,1408.475857,1178.798528,949.1399007,695.1198041,1187.476943,1303.924558,1275.287288,314.6725681,1116.042786,1678.094926,1068.863127,2201.168037,1677.783356,943.8934165,534.1172918,1167.953245,1316.499067,1556.585477,1619.958493,1162.673243
Valine_5,1438.468327,1109.100886,1515.182627,935.3914543,749.1841712,2361.006127,840.7387515,3718.123447,998.4342506,2625.615855,1850.351477,883.7591925,827.4244079,1939.661745,1347.563259,2592.84418,2372.580169,1257.230967,820.3622299,1878.013472,1448.520624,2350.727309,1679.673742,2007.176726,1352.546496,2654.682315,2480.010725,1523.358518,1765.659105,1582.686454,2098.819372,379.4155172,446.0922627,1056.500153,1577.241107,1740.148676,960.7654183,1959.094686,1475.466365,1373.057459,1274.81578,1566.212119,2437.301961,1608.808139
Leucine_0,125532.1458,329073.9241,387468.159,634453.6514,9386069.532,10816749.74,9870981.101,9143945.452,9344545.78,10354381.22,8480993.604,8747126.725,11440051.95,8174581.372,10222252.36,10193536.73,10151974.56,11723099.27,12911816.59,10727238.94,11591614.71,11574927.57,8422317.26,9684232.826,10825410.78,10690205.8,11411887.77,11768107.14,11009473.05,9515396.353,9307244.371,9228068.848,9350448.683,12814.65004,13105.86727,9524964.939,9494953.923,9674156.818,9668538.186,9780248.122,10010599.28,10107124.22,9957266.19,9894693.677
Leucine_1,1173.21393,712.5785275,0,2622.173519,1321.36408,0,0,0,0,19667.49631,0,0,648.8384537,0,7257.785037,0,0,0,0,0,946.554238,0,0,0,0,0,14227.75561,0,4946.691438,0,5742.473081,0,0,0,0,462.2304586,0,0,0,0,1572.537923,0,0,12993.98309
Leucine_2,395.527331,701.8765305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.367778,830.1902126,0,0,0,0,0,0,0,0,0
Leucine_3,631.5885329,323.3683552,804.9468415,1328.278466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.952703,911.347248,0,0,0,0,0,0,0,0,0
Leucine_4,357.8327464,1267.595621,810.2810843,1213.215976,1316.962943,1104.501048,1720.844017,0,775.0476007,323.6492006,1243.943637,363.6284858,2253.970055,448.929719,0,807.1212111,628.9927794,1464.906606,853.1617943,1011.697439,1684.426465,474.3344747,410.282909,1354.41606,273.8080535,771.967637,1218.877614,659.9845971,1110.289287,1585.912643,1149.310292,874.1070874,314.8695248,403.9797262,285.3463591,844.9516307,559.1561317,90.7122862,1123.152603,1745.055122,899.9206739,700.8893787,679.7689412,2295.098949
Leucine_5,1220.474321,753.4270278,1317.090722,1174.236101,540.1751668,1142.033064,1071.554973,2363.97273,1922.915677,1564.927651,502.4076506,1546.674891,99.98635278,1722.120248,2127.514012,1362.105012,754.3537863,404.8513196,826.4962119,1553.069912,2547.611401,580.3498553,735.8546561,1323.4096,2316.136084,1381.12138,830.6482959,1509.244249,609.0396781,257.5362919,997.530643,1284.776152,94.66405696,912.856583,732.897926,1034.91401,1784.052613,342.8098879,1757.338781,665.6537498,1236.805793,895.9265774,1810.12642,890.7241551
Leucine_6,1259.261009,888.9604495,453.4018984,1256.204711,270.3156342,997.8092199,2043.089178,291.466938,794.0643141,955.4353823,1127.12327,1132.556124,806.697978,854.6763005,788.7614693,1065.129266,1306.76645,1409.89833,1588.794508,1708.762556,1197.738167,1203.175384,490.8341909,1377.625936,1153.166678,238.0637184,1617.143723,2278.372784,1221.36176,1971.716776,575.3992452,1170.154375,1820.208241,981.0161153,1314.988045,2001.464216,194.6396593,1935.998278,1122.433919,1842.879442,1936.621302,2479.520772,990.4972616,916.4435493
Tryptophan_0,29033.13564,60089.02977,62665.0898,82737.38759,1694132.937,1975186.071,1812494.568,1688005.211,1811887.758,2014618.487,1493473.683,1578450.988,1958411.483,1505826.909,1927536.031,1865244.923,1695414.575,1960226.026,2102287.368,1906846.273,2155625.596,2035703.054,1463901.153,1650608.501,1800082.309,1932565.68,2165954.838,2097160.106,2031567.741,1715144.143,1658916.315,1651373.461,1672014.366,388.7245968,4715.045763,1777793.648,1763019.475,1797733.344,1815961.865,1834299.266,1766603.569,1831963.957,1849542.47,1855165.13
Tryptophan_1,5254.590925,7050.177143,5184.014208,9484.639502,64049.71482,40979.27405,123248.0267,15891.6775,39154.52582,38986.84054,195730.2062,175513.3574,38645.46607,0,35286.99938,54616.62071,20637.41858,38325.61096,17007.30286,37879.52559,5387.321323,15482.76176,37358.3769,360.4352648,0,23121.74909,10847.45493,33667.37603,39324.59026,15962.48889,932.9417419,2105.016511,31564.64419,2154.143618,1101.448251,18879.09123,25485.77373,32768.31963,28340.80909,25013.23463,31142.17875,29624.67699,20892.61873,16695.58239
Tryptophan_2,3845.135846,7011.758379,6092.047334,5138.328305,0,0,0,7782.253332,0,0,0,0,0,0,5630.386173,0,2551.001786,0,0,0,0,0,1986.246098,672.218544,6123.728926,0,0,0,0,94.4645238,2060.58656,0,0,2750.117125,688.0892951,0,0,0,0,0,0,0,1448.072083,0
Tryptophan_3,5199.229973,4439.689209,7346.730048,4733.309808,3696.861016,5213.605729,6637.717483,4982.319896,3884.02741,6173.058104,6454.475246,10569.91243,6162.936594,6078.719662,4822.955745,6017.814528,2761.303271,9019.935566,8499.837673,2196.549869,4910.990148,3508.852255,5680.831361,11437.30256,8743.675895,4641.167181,5843.750274,7469.855761,6634.260395,8247.510022,568.5581791,3086.029121,7839.443115,1.37464283,2503.225688,4888.904063,6677.261366,6613.230403,7656.281762,5877.18299,7069.679811,6353.413545,6705.020815,4523.969339
Tryptophan_4,1511.115846,3231.216031,2882.464907,3186.592914,5099.259582,1440.628325,854.4670375,1919.493455,3501.967998,3716.817795,23306.57349,6702.927867,11484.73929,10016.18675,11700.82484,13413.0615,3610.614868,4497.531311,6421.194023,9007.919684,7112.406353,9903.990299,0,4947.545135,4365.666779,7452.113372,8496.80664,6271.371358,8992.145894,7077.549183,7202.054204,7677.964843,4947.52179,1050.599039,1696.035443,6804.98187,7702.20827,7678.004645,5781.779841,5441.692389,4740.142249,6316.009161,7335.43533,7838.411543
Tryptophan_5,7785.221801,11083.94678,10451.05153,13127.13272,1103.027207,17654.35446,13575.77508,20361.26471,9451.810288,10416.81463,12833.32726,3505.523052,2665.811569,14828.98656,19342.69474,1972.49899,14967.66665,23894.26567,19375.60977,4689.457497,1041.527014,4957.541117,17643.01399,20509.98188,14804.38644,16967.89674,13933.89832,13717.97913,14800.13267,18264.85415,2167.954952,12317.78744,11939.58066,11081.80724,5259.097281,5608.362714,3158.5608,20447.03193,14633.66048,12146.51118,18415.34862,4992.606422,15832.52086,18121.56415
Tryptophan_6,1184.024428,8234.280644,15913.36055,6480.641999,18942.05633,18760.14415,24128.2819,11157.93056,22496.77531,19148.08943,3743.154895,15121.08205,16403.42056,14643.59438,12288.1054,11895.31148,2096.30006,5928.974331,18427.24012,19120.29279,3690.53027,11227.68281,18146.89916,19910.58646,8621.162365,21235.42491,17691.67925,20162.40588,17889.9579,18449.87099,19666.87569,16550.4463,21127.08575,4891.105156,4513.273747,24097.88994,17170.61255,17889.54988,15941.09555,15718.99425,18125.21005,17943.6805,20067.80077,24987.54384
Tryptophan_7,2489.900518,2311.63025,3132.494011,1360.090498,0,713.0474941,1187.593759,0,0,274.9128712,1304.237103,3718.556538,0,0,2445.264706,477.8421495,529.1731173,0,0,317.8052146,189.5151506,0,0,0,1001.01287,128.2361188,1834.869619,0,275.1488123,0,4372.011237,979.3455837,0,1484.333865,1954.580187,1862.570675,1470.113184,0,1152.492738,4594.43881,0,2493.704435,836.2719536,0
Tryptophan_8,15139.10958,15787.35989,7348.202252,12835.11804,6393.76956,15856.33651,2641.914694,26322.08669,31138.4298,2023.374923,22581.86571,3753.526861,37819.50103,12942.48848,14421.08556,34986.19292,12150.76721,50182.13996,53127.88223,15895.27949,43591.66402,5888.997562,33485.593,30139.50386,14951.4325,29077.38748,14868.72623,43211.48204,34710.84892,10273.75395,20207.67963,11979.47583,35285.67597,8140.364023,8169.368345,13476.9339,10464.92873,38352.69284,14889.31536,5073.928439,9553.034396,11375.21075,22178.53574,36586.11138
Tryptophan_9,6338.010648,3998.138285,5607.984107,4215.943356,4444.040509,5457.472131,7044.481455,5220.897251,4553.527858,7746.335221,6737.91189,5022.273877,7117.479629,5474.492326,0,6025.688182,7644.207974,407.0972719,6059.463024,8979.182541,1624.741152,10556.56151,2979.52827,8998.119862,6470.189769,3849.53474,10367.83142,7505.42506,5059.482062,5812.074619,2195.878905,6548.916203,4097.898826,1880.896794,2186.588494,4096.240363,2404.938215,6006.698252,8754.038193,5629.668341,5967.163075,6730.716228,7642.566809,6978.218727
Tryptophan_10,3945.168664,0,3685.224778,0,6874.289896,7559.60712,1278.116998,3406.186293,5306.105975,2514.433301,2728.271662,5574.257611,1875.116456,4899.776744,9122.752794,5013.297449,3059.608336,7174.524636,3306.987622,4821.832141,4442.025263,7578.212434,23.03168284,7976.739034,4516.794398,3825.200114,4852.484116,3783.540804,0,4891.900291,2742.156744,1690.678755,3795.96989,6257.740269,3167.397766,4505.995586,3896.282963,4569.708222,277.6284448,3886.568048,3725.87817,9657.649304,4802.846521,4365.539107
Tryptophan_11,4802.46843,6063.334967,4211.928759,4793.971358,5215.450347,8274.717125,6607.600693,13863.45485,8440.419868,6107.326383,6368.411811,11124.79307,7676.706781,8045.312528,7556.384352,8551.199516,7235.859552,9993.423119,7011.169658,4610.644184,4654.391246,6736.680813,11695.07802,4953.176477,6826.978127,7445.429943,9359.782018,8146.791527,6041.378013,8980.896621,7717.702389,9178.266994,7205.199781,3780.388301,4039.890303,9847.609212,7711.547798,8738.592906,7232.681352,8853.014205,5029.088037,7069.299815,5926.706964,3043.146293
Lysine_0,36603.76074,75466.48847,91173.66052,169541.6368,553705.3653,625818.8231,574320.4823,603855.2455,605651.8548,854346.3187,490815.0073,533004.6069,796450.6279,471152.2692,695936.4294,692696.9434,826616.1003,1072643.938,1196051.861,820485.9097,974128.2135,971358.1022,468999.1427,643573.5573,847835.9642,671321.9192,824439.1691,857271.4052,795269.2937,614287.3924,608329.6501,612306.1772,602545.4594,4936.525792,3642.290543,614928.9443,570160.7251,622135.5921,629279.3656,610004.6191,641643.8697,672581.9458,599462.0887,624997.1998
